"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 91 m2","Giá: 2,75 t<U+1EF7> ","Ðu<U+1EDD>ng Xuân Th<U+1EE7>y, Phu<U+1EDD>ng Xuân Th<U+1EE7>y, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 91 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 81 m2","Giá: 38,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.7932473,21.0323739
"Di<U+1EC7>n tích: 101 m2","Giá: 39 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Láng H<U+1EA1>, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 54 m2","Giá: 860 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Yên Nghia, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",NA,NA
"Di<U+1EC7>n tích: 59 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1ED7> Ð<U+1EE9>c D<U+1EE5>c, Phu<U+1EDD>ng Phuong Canh, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.7835884,21.0093958
"Di<U+1EC7>n tích: 52 m2","Giá: 1,108 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.764521,21.0290028
"Di<U+1EC7>n tích: 129 m2","Giá: 4,2 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1ED7> Nhu<U+1EAD>n, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--83.html#",105.7917504,21.0657853
"Di<U+1EC7>n tích: 178 m2","Giá: 41,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Thành Thái, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 300 m2","Giá: 22 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ð<U+1ED7> Nhu<U+1EAD>n, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 112 m2","Giá: 20 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.7858997,21.0656792
"Di<U+1EC7>n tích: 130 m2","Giá: 24 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 114 m2","Giá: 2,734 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van L<U+1ED9>c, Phu<U+1EDD>ng M<U+1ED9> Lao, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.7861755,20.9850817
"Di<U+1EC7>n tích: 50 m2","Giá: 1,55 t<U+1EF7> ","Ph<U+1ED1> Nguyên H<U+1ED3>ng, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8099241,21.0159789
"Di<U+1EC7>n tích: 65 m2","Giá: 1,35 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Xi<U+1EC3>n, Phu<U+1EDD>ng Ð<U+1EA1>i Kim, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8104148,20.9815134
"Di<U+1EC7>n tích: 111 m2","Giá: 32 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Trãi, Phu<U+1EDD>ng Thanh Xuân Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8077938,20.9948571
"Di<U+1EC7>n tích: 135 m2","Giá: 32 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Trãi, Phu<U+1EDD>ng Thanh Xuân Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 59 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.740875,21.027983
"Di<U+1EC7>n tích: 75 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.7744451,21.0312752
"Di<U+1EC7>n tích: 65 m2","Giá: 17 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 83 m2","Giá: 2,55 t<U+1EF7> ","Ph<U+1ED1> Tân Mai, Phu<U+1EDD>ng Tân Mai, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8546143,20.9835027
"Di<U+1EC7>n tích: 80 m2","Giá: 1,7 t<U+1EF7> ","Ph<U+1ED1> Ph<U+1EA1>m Ng<U+1ECD>c Th<U+1EA1>ch, Phu<U+1EDD>ng Trung Tu<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8326821,21.0073851
"Di<U+1EC7>n tích: 60 m2","Giá: 2,3 t<U+1EF7> ","Ph<U+1ED1> C<U+1EED>a Nam, Phu<U+1EDD>ng Cu<U+0309>a Nam, Qu<U+1EAD>n Hoàn Ki<U+1EBF>m, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.841759,21.027707
"Di<U+1EC7>n tích: 65 m2","Giá: 1,9 t<U+1EF7> ","Ðu<U+1EDD>ng 19 tháng 5, Phu<U+1EDD>ng Biên Giang, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 68 m2","Giá: 21 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.764521,21.0290028
"Di<U+1EC7>n tích: 51 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng V<U+1EA1>n Phúc, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.7696664,20.9820827
"Di<U+1EC7>n tích: 72 m2","Giá: 18 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tru<U+1EDD>ng Sa, Xã Ðông H<U+1ED9>i, Huy<U+1EC7>n Ðông Anh, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",105.8695744,21.0845349
"Di<U+1EC7>n tích: 11.000 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--84.html#",NA,NA
"Di<U+1EC7>n tích: 126 m2","Giá: 5,2 t<U+1EF7> ","Ph<U+1ED1> Ph<U+1EA1>m Ng<U+1ECD>c Th<U+1EA1>ch, Phu<U+1EDD>ng Kim Liên, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 123 m2","Giá: 5,19 t<U+1EF7> ","Ðu<U+1EDD>ng Bu<U+1EDF>i, Phu<U+1EDD>ng Vinh Phúc, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.8063731,21.0426326
"Di<U+1EC7>n tích: 90 m2","Giá: 3 t<U+1EF7> ","Ph<U+1ED1> Ph<U+1EA1>m Ng<U+1ECD>c Th<U+1EA1>ch, Phu<U+1EDD>ng Kim Liên, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 770 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Ð<U+1EE9>c Th<U+1ECD>, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 660 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng Quan Hoa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.7995321,21.0319529
"Di<U+1EC7>n tích: 79 m2","Giá: 2 t<U+1EF7> ","Ðu<U+1EDD>ng Hàm Nghi, Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.7637776,21.0352314
"Di<U+1EC7>n tích: 127 m2","Giá: 3 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van L<U+1ED9>c, Phu<U+1EDD>ng M<U+1ED9> Lao, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 127 m2","Giá: 3 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van L<U+1ED9>c, Phu<U+1EDD>ng M<U+1ED9> Lao, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 105 m2","Giá: 4 t<U+1EF7> ","Ph<U+1ED1> Duong Ðình Ngh<U+1EC7>, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.7911914,21.0250812
"Di<U+1EC7>n tích: 126 m2","Giá: 3,1 t<U+1EF7> ","Ph<U+1ED1> Vu Tông Phan, Phu<U+1EDD>ng Khuong Ðình, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 2,217 t<U+1EF7> ","Ðu<U+1EDD>ng Thanh Niên, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 88 m2","Giá: 20 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Linh Nam, Phu<U+1EDD>ng Mai Ð<U+1ED9>ng, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.8658041,20.9890702
"Di<U+1EC7>n tích: 433 m2","Giá: 20 t<U+1EF7> ","Ðu<U+1EDD>ng Yên Hòa, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.7948113,21.023216
"Di<U+1EC7>n tích: 83 m2","Giá: 18 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Tr<U+1ECD>ng T<U+1EA5>n, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",105.7564852,20.9671466
"Di<U+1EC7>n tích: 62 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Phuong Canh, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 137 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Trung Van, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 61 m2","Giá: 39 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Khu t<U+1EAD>p th<U+1EC3> Thành Công, Phu<U+1EDD>ng Thành Công, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 65 m2","Giá: 1,7 t<U+1EF7> ","Ph<U+1ED1> Vu Ng<U+1ECD>c Phan, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 95 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Linh Ðàm, Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 72 m2","Giá: 24 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Nguy<U+1EC5>n Ð<U+1EE9>c C<U+1EA3>nh, Phu<U+1EDD>ng Tân Mai, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--85.html#",NA,NA
"Di<U+1EC7>n tích: 66 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng C<U+1EA7>u Vinh Tuy, Phu<U+1EDD>ng Vi~nh Tuy, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 64 m2","Giá: 29,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vinh Tuy, Phu<U+1EDD>ng Vi~nh Tuy, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 95 m2","Giá: 23,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng B<U+1EB1>ng B, Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 71 m2","Giá: 32 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chánh, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.7885175,21.0167175
"Di<U+1EC7>n tích: 67 m2","Giá: 2,1 t<U+1EF7> ","Ph<U+1ED1> Nguy<U+1EC5>n Ng<U+1ECD>c Vu, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 68 m2","Giá: 41 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 82 m2","Giá: 40 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ph<U+1EA1>m Van B<U+1EA1>ch, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 80 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Linh Nam, Phu<U+1EDD>ng Mai Ð<U+1ED9>ng, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.8658041,20.9890702
"Di<U+1EC7>n tích: 74 m2","Giá: 2,1 t<U+1EF7> ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Trung Van, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 73 m2","Giá: 32 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Minh Khai, Phu<U+1EDD>ng Vi~nh Tuy, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 134 m2","Giá: 23,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng B<U+1EB1>ng Li<U+1EC7>t, Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.8222866,20.9660343
"Di<U+1EC7>n tích: 96 m2","Giá: 25 tri<U+1EC7>u / m2  ","Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.8399127,20.9625316
"Di<U+1EC7>n tích: 65 m2","Giá: 12 tri<U+1EC7>u / m2  ","Qu<U+1ED1>c l<U+1ED9> 70, Phu<U+1EDD>ng Ki<U+1EBF>n Hung, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.7567355,20.9459489
"Di<U+1EC7>n tích: 66 m2","Giá: 1,16 t<U+1EF7> ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",NA,NA
"Di<U+1EC7>n tích: 79 m2","Giá: 2,198 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--86.html#",105.7752477,21.0303979
